Location_ID,Season,Data_Type,Parameter,Value,Unit,Acceptable_Limit,Permissible_Limit,Compliance_Status,Reference
DY-3,Postmonsoon,Original,TH,53.0,mg/L,200,600,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,Alkalinity,53.0,mg/L,200,600,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,Ca,20.6,mg/L,75,200,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,Mg,6.49,mg/L,30,100,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,Iron,0.12,mg/L,0.3,0.3,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,Cl,91.59,mg/L,250,1000,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,SO4,30.76,mg/L,200,400,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,NO3,15.21,mg/L,45,45,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,F,0.03,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-3,Postmonsoon,Original,EC,352.75,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-3,Postmonsoon,Original,Na,31.22,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-3,Postmonsoon,Original,K,7.42,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
DY-3,Postmonsoon,Original,DO,5.77,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
DY-3,Postmonsoon,Original,HCO3,18.47,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-4,Postmonsoon,Original,pH,5.85,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
DY-4,Postmonsoon,Original,TDS,250.8675,mg/L,500,2000,Compliant - Safe,Table 1
DY-4,Postmonsoon,Original,TH,128.0,mg/L,200,600,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,Alkalinity,104.0,mg/L,200,600,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,Ca,31.33,mg/L,75,200,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,Mg,6.08,mg/L,30,100,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,Iron,0.32,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
DY-4,Postmonsoon,Original,Cl,79.31,mg/L,250,1000,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,SO4,22.52,mg/L,200,400,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,NO3,61.52,mg/L,45,45,Non-Compliant - Unsafe,Table 2
DY-4,Postmonsoon,Original,F,0.18,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-4,Postmonsoon,Original,EC,385.95,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-4,Postmonsoon,Original,Na,26.36,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-4,Postmonsoon,Original,K,1.43,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
DY-4,Postmonsoon,Original,DO,6.1,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
DY-4,Postmonsoon,Original,HCO3,15.16,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-5,Postmonsoon,Original,pH,6.58,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
DY-5,Postmonsoon,Original,TDS,355.33549999999997,mg/L,500,2000,Compliant - Safe,Table 1
DY-5,Postmonsoon,Original,TH,237.0,mg/L,200,600,Permissible - Needs Caution,Table 2
DY-5,Postmonsoon,Original,Alkalinity,41.0,mg/L,200,600,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,Ca,46.82,mg/L,75,200,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,Mg,19.95,mg/L,30,100,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,Iron,0.13,mg/L,0.3,0.3,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,Cl,70.39,mg/L,250,1000,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,SO4,11.5,mg/L,200,400,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,NO3,36.07,mg/L,45,45,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,F,0.23,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-5,Postmonsoon,Original,EC,546.67,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-5,Postmonsoon,Original,Na,33.4,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-5,Postmonsoon,Original,K,8.76,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
DY-5,Postmonsoon,Original,DO,6.15,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
DY-5,Postmonsoon,Original,HCO3,121.11,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-PD-1,Premonsoon,Synthetic,pH,5.98,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-PD-1,Premonsoon,Synthetic,TDS,237.62,mg/L,500,2000,Compliant - Safe,Table 1
SYN-PD-1,Premonsoon,Synthetic,TH,27.67,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,Alkalinity,106.72,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,Ca,32.04,mg/L,75,200,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,Mg,6.48,mg/L,30,100,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,Iron,0.202,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,Cl,41.6,mg/L,250,1000,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,SO4,5.44,mg/L,200,400,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,NO3,15.44,mg/L,45,45,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,F,0.061,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-PD-1,Premonsoon,Synthetic,EC,371.37,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-PD-1,Premonsoon,Synthetic,Na,23.59,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-PD-1,Premonsoon,Synthetic,K,5.71,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-PD-1,Premonsoon,Synthetic,DO,6.59,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-PD-1,Premonsoon,Synthetic,HCO3,94.31,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-PD-2,Premonsoon,Synthetic,pH,6.11,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-PD-2,Premonsoon,Synthetic,TDS,294.07,mg/L,500,2000,Compliant - Safe,Table 1
SYN-PD-2,Premonsoon,Synthetic,TH,24.83,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,Alkalinity,123.03,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,Ca,34.14,mg/L,75,200,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,Mg,9.21,mg/L,30,100,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,Iron,0.351,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-PD-2,Premonsoon,Synthetic,Cl,46.55,mg/L,250,1000,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,SO4,25.75,mg/L,200,400,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,NO3,38.37,mg/L,45,45,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,F,0.072,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-PD-2,Premonsoon,Synthetic,EC,459.57,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-PD-2,Premonsoon,Synthetic,Na,32.06,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-PD-2,Premonsoon,Synthetic,K,8.73,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-PD-2,Premonsoon,Synthetic,DO,6.3,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-PD-2,Premonsoon,Synthetic,HCO3,94.49,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-PD-3,Premonsoon,Synthetic,pH,6.27,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-PD-3,Premonsoon,Synthetic,TDS,256.0,mg/L,500,2000,Compliant - Safe,Table 1
SYN-PD-3,Premonsoon,Synthetic,TH,23.31,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,Alkalinity,119.63,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,Ca,33.49,mg/L,75,200,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,Mg,8.76,mg/L,30,100,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,Iron,0.301,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-PD-3,Premonsoon,Synthetic,Cl,32.89,mg/L,250,1000,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,SO4,20.54,mg/L,200,400,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,NO3,12.58,mg/L,45,45,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,F,0.078,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-PD-3,Premonsoon,Synthetic,EC,399.89,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-PD-3,Premonsoon,Synthetic,Na,26.99,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-PD-3,Premonsoon,Synthetic,K,5.61,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-PD-3,Premonsoon,Synthetic,DO,7.22,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-PD-3,Premonsoon,Synthetic,HCO3,109.16,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-PD-4,Premonsoon,Synthetic,pH,5.2,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-PD-4,Premonsoon,Synthetic,TDS,243.55,mg/L,500,2000,Compliant - Safe,Table 1
SYN-PD-4,Premonsoon,Synthetic,TH,8.75,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,Alkalinity,111.87,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,Ca,32.9,mg/L,75,200,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,Mg,7.33,mg/L,30,100,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,Iron,0.308,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-PD-4,Premonsoon,Synthetic,Cl,30.13,mg/L,250,1000,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,SO4,13.57,mg/L,200,400,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,NO3,12.05,mg/L,45,45,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,F,0.04,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-PD-4,Premonsoon,Synthetic,EC,380.51,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-PD-4,Premonsoon,Synthetic,Na,18.53,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-PD-4,Premonsoon,Synthetic,K,7.06,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-PD-4,Premonsoon,Synthetic,DO,6.75,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-PD-4,Premonsoon,Synthetic,HCO3,110.48,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-PD-5,Premonsoon,Synthetic,pH,5.64,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-PD-5,Premonsoon,Synthetic,TDS,226.89,mg/L,500,2000,Compliant - Safe,Table 1
SYN-PD-5,Premonsoon,Synthetic,TH,31.85,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,Alkalinity,107.17,mg/L,200,600,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,Ca,32.28,mg/L,75,200,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,Mg,6.47,mg/L,30,100,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,Iron,0.155,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,Cl,46.83,mg/L,250,1000,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,SO4,8.0,mg/L,200,400,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,NO3,23.08,mg/L,45,45,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,F,0.047,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-PD-5,Premonsoon,Synthetic,EC,354.16,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-PD-5,Premonsoon,Synthetic,Na,26.07,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-PD-5,Premonsoon,Synthetic,K,4.71,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-PD-5,Premonsoon,Synthetic,DO,6.1,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-PD-5,Premonsoon,Synthetic,HCO3,67.98,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-1,Premonsoon,Synthetic,pH,6.97,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-IA-1,Premonsoon,Synthetic,TDS,263.82,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-1,Premonsoon,Synthetic,TH,41.91,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,Alkalinity,114.72,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,Ca,32.76,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,Mg,8.04,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,Iron,0.27,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,Cl,47.22,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,SO4,20.4,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,NO3,9.25,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,F,0.062,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-1,Premonsoon,Synthetic,EC,412.09,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-1,Premonsoon,Synthetic,Na,26.26,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-1,Premonsoon,Synthetic,K,6.87,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-1,Premonsoon,Synthetic,DO,7.16,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-IA-1,Premonsoon,Synthetic,HCO3,98.8,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-2,Premonsoon,Synthetic,pH,6.02,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-2,Premonsoon,Synthetic,TDS,245.58,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-2,Premonsoon,Synthetic,TH,22.03,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,Alkalinity,109.87,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,Ca,33.07,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,Mg,6.61,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,Iron,0.307,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-IA-2,Premonsoon,Synthetic,Cl,45.37,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,SO4,16.93,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,NO3,17.1,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,F,0.07,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-2,Premonsoon,Synthetic,EC,383.93,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-2,Premonsoon,Synthetic,Na,27.26,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-2,Premonsoon,Synthetic,K,5.55,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-2,Premonsoon,Synthetic,DO,6.09,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-IA-2,Premonsoon,Synthetic,HCO3,85.85,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-3,Premonsoon,Synthetic,pH,7.0,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-IA-3,Premonsoon,Synthetic,TDS,254.75,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-3,Premonsoon,Synthetic,TH,43.05,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,Alkalinity,111.72,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,Ca,33.94,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,Mg,6.52,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,Iron,0.221,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,Cl,58.31,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,SO4,15.37,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,NO3,27.5,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,F,0.066,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-3,Premonsoon,Synthetic,EC,398.23,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-3,Premonsoon,Synthetic,Na,33.13,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-3,Premonsoon,Synthetic,K,6.07,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-3,Premonsoon,Synthetic,DO,6.51,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-IA-3,Premonsoon,Synthetic,HCO3,61.59,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-4,Premonsoon,Synthetic,pH,4.28,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-4,Premonsoon,Synthetic,TDS,253.36,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-4,Premonsoon,Synthetic,TH,2.0,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,Alkalinity,112.33,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,Ca,34.16,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,Mg,6.63,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,Iron,0.337,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-IA-4,Premonsoon,Synthetic,Cl,44.18,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,SO4,13.74,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,NO3,31.21,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,F,0.032,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-4,Premonsoon,Synthetic,EC,396.07,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-4,Premonsoon,Synthetic,Na,26.65,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-4,Premonsoon,Synthetic,K,6.59,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-4,Premonsoon,Synthetic,DO,5.23,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-4,Premonsoon,Synthetic,HCO3,89.29,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-5,Premonsoon,Synthetic,pH,5.56,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-5,Premonsoon,Synthetic,TDS,248.1,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-5,Premonsoon,Synthetic,TH,16.21,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,Alkalinity,114.43,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,Ca,33.72,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,Mg,7.37,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,Iron,0.268,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,Cl,42.44,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,SO4,20.21,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,NO3,31.49,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,F,0.053,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-5,Premonsoon,Synthetic,EC,387.65,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-5,Premonsoon,Synthetic,Na,25.7,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-5,Premonsoon,Synthetic,K,7.34,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-5,Premonsoon,Synthetic,DO,5.73,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-5,Premonsoon,Synthetic,HCO3,70.74,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-1,Premonsoon,Synthetic,pH,7.27,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-DY-1,Premonsoon,Synthetic,TDS,291.56,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-1,Premonsoon,Synthetic,TH,49.48,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,Alkalinity,121.9,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,Ca,34.29,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,Mg,8.88,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,Iron,0.248,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,Cl,52.37,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,SO4,24.57,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,NO3,22.07,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,F,0.062,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-1,Premonsoon,Synthetic,EC,455.37,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-1,Premonsoon,Synthetic,Na,27.22,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-1,Premonsoon,Synthetic,K,9.32,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-1,Premonsoon,Synthetic,DO,7.03,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-DY-1,Premonsoon,Synthetic,HCO3,101.29,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-2,Premonsoon,Synthetic,pH,6.06,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-2,Premonsoon,Synthetic,TDS,255.1,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-2,Premonsoon,Synthetic,TH,37.44,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,Alkalinity,108.2,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,Ca,33.12,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,Mg,6.1,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,Iron,0.237,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,Cl,57.92,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,SO4,4.57,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,NO3,34.2,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,F,0.071,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-2,Premonsoon,Synthetic,EC,399.09,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-2,Premonsoon,Synthetic,Na,33.82,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-2,Premonsoon,Synthetic,K,5.49,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-2,Premonsoon,Synthetic,DO,4.97,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
