Location_ID,Season,Parameter,Ci_measured,Si_standard,wi_raw_weight,Wi_relative_weight,qi_sub_index,Wi_x_qi
SYN-IA-1,Premonsoon,Na,35.88,200,3,0.057692,17.94,1.035
SYN-IA-1,Premonsoon,K,6.34,12,2,0.038462,52.8333,2.0321
SYN-IA-1,Premonsoon,Iron,0.246,0.3,4,0.076923,82.0,6.3077
SYN-IA-1,Premonsoon,HCO3,71.86,300,1,0.019231,23.9533,0.4606
SYN-IA-1,Premonsoon,Cl,50.57,250,3,0.057692,20.228,1.167
SYN-IA-1,Premonsoon,SO4,13.79,200,4,0.076923,6.895,0.5304
SYN-IA-1,Premonsoon,NO3,35.35,45,5,0.096154,78.5556,7.5534
SYN-IA-1,Premonsoon,F,0.062,1.0,5,0.096154,6.2,0.5962
SYN-IA-1,Premonsoon,DO,5.38,6.0,4,0.076923,89.6667,6.8974
SYN-IA-1,Premonsoon,--- WQI_TOTAL ---,,,,,,47.8178
SYN-IA-2,Premonsoon,pH,5.74,8.5,4,0.076923,67.5294,5.1946
SYN-IA-2,Premonsoon,EC,367.53,750,4,0.076923,49.004,3.7695
SYN-IA-2,Premonsoon,TDS,278.36,500,5,0.096154,55.672,5.3531
SYN-IA-2,Premonsoon,TH,29.15,200,2,0.038462,14.575,0.5606
SYN-IA-2,Premonsoon,Alkalinity,115.73,200,2,0.038462,57.865,2.2256
SYN-IA-2,Premonsoon,Ca,34.16,75,2,0.038462,45.5467,1.7518
SYN-IA-2,Premonsoon,Mg,6.89,30,2,0.038462,22.9667,0.8833
SYN-IA-2,Premonsoon,Na,25.44,200,3,0.057692,12.72,0.7338
SYN-IA-2,Premonsoon,K,5.51,12,2,0.038462,45.9167,1.766
SYN-IA-2,Premonsoon,Iron,0.25,0.3,4,0.076923,83.3333,6.4103
SYN-IA-2,Premonsoon,HCO3,100.74,300,1,0.019231,33.58,0.6458
SYN-IA-2,Premonsoon,Cl,49.67,250,3,0.057692,19.868,1.1462
SYN-IA-2,Premonsoon,SO4,10.19,200,4,0.076923,5.095,0.3919
SYN-IA-2,Premonsoon,NO3,25.38,45,5,0.096154,56.4,5.4231
SYN-IA-2,Premonsoon,F,0.049,1.0,5,0.096154,4.9,0.4712
SYN-IA-2,Premonsoon,DO,7.58,6.0,4,0.076923,126.3333,9.7179
SYN-IA-2,Premonsoon,--- WQI_TOTAL ---,,,,,,46.4447
SYN-IA-3,Premonsoon,pH,6.56,8.5,4,0.076923,77.1765,5.9367
SYN-IA-3,Premonsoon,EC,308.48,750,4,0.076923,41.1307,3.1639
SYN-IA-3,Premonsoon,TDS,193.11,500,5,0.096154,38.622,3.7137
SYN-IA-3,Premonsoon,TH,45.09,200,2,0.038462,22.545,0.8671
SYN-IA-3,Premonsoon,Alkalinity,103.79,200,2,0.038462,51.895,1.996
SYN-IA-3,Premonsoon,Ca,31.92,75,2,0.038462,42.56,1.6369
SYN-IA-3,Premonsoon,Mg,6.94,30,2,0.038462,23.1333,0.8897
SYN-IA-3,Premonsoon,Na,12.47,200,3,0.057692,6.235,0.3597
SYN-IA-3,Premonsoon,K,6.4,12,2,0.038462,53.3333,2.0513
SYN-IA-3,Premonsoon,Iron,0.148,0.3,4,0.076923,49.3333,3.7949
SYN-IA-3,Premonsoon,HCO3,89.22,300,1,0.019231,29.74,0.5719
SYN-IA-3,Premonsoon,Cl,11.03,250,3,0.057692,4.412,0.2545
SYN-IA-3,Premonsoon,SO4,18.16,200,4,0.076923,9.08,0.6985
SYN-IA-3,Premonsoon,NO3,1.66,45,5,0.096154,3.6889,0.3547
SYN-IA-3,Premonsoon,F,0.068,1.0,5,0.096154,6.8,0.6538
SYN-IA-3,Premonsoon,DO,6.21,6.0,4,0.076923,103.5,7.9615
SYN-IA-3,Premonsoon,--- WQI_TOTAL ---,,,,,,34.9048
SYN-IA-4,Premonsoon,pH,5.31,8.5,4,0.076923,62.4706,4.8054
SYN-IA-4,Premonsoon,EC,296.53,750,4,0.076923,39.5373,3.0413
SYN-IA-4,Premonsoon,TDS,164.25,500,5,0.096154,32.85,3.1587
SYN-IA-4,Premonsoon,TH,2.0,200,2,0.038462,1.0,0.0385
SYN-IA-4,Premonsoon,Alkalinity,98.13,200,2,0.038462,49.065,1.8871
SYN-IA-4,Premonsoon,Ca,31.08,75,2,0.038462,41.44,1.5938
SYN-IA-4,Premonsoon,Mg,5.08,30,2,0.038462,16.9333,0.6513
SYN-IA-4,Premonsoon,Na,19.69,200,3,0.057692,9.845,0.568
SYN-IA-4,Premonsoon,K,5.68,12,2,0.038462,47.3333,1.8205
SYN-IA-4,Premonsoon,Iron,0.199,0.3,4,0.076923,66.3333,5.1026
SYN-IA-4,Premonsoon,HCO3,90.42,300,1,0.019231,30.14,0.5796
SYN-IA-4,Premonsoon,Cl,18.92,250,3,0.057692,7.568,0.4366
SYN-IA-4,Premonsoon,SO4,5.63,200,4,0.076923,2.815,0.2165
SYN-IA-4,Premonsoon,NO3,11.01,45,5,0.096154,24.4667,2.3526
SYN-IA-4,Premonsoon,F,0.026,1.0,5,0.096154,2.6,0.25
SYN-IA-4,Premonsoon,DO,6.52,6.0,4,0.076923,108.6667,8.359
SYN-IA-4,Premonsoon,--- WQI_TOTAL ---,,,,,,34.8615
SYN-IA-5,Premonsoon,pH,6.33,8.5,4,0.076923,74.4706,5.7285
SYN-IA-5,Premonsoon,EC,345.03,750,4,0.076923,46.004,3.5388
SYN-IA-5,Premonsoon,TDS,261.07,500,5,0.096154,52.214,5.0206
SYN-IA-5,Premonsoon,TH,29.12,200,2,0.038462,14.56,0.56
SYN-IA-5,Premonsoon,Alkalinity,110.42,200,2,0.038462,55.21,2.1235
SYN-IA-5,Premonsoon,Ca,33.24,75,2,0.038462,44.32,1.7046
SYN-IA-5,Premonsoon,Mg,6.57,30,2,0.038462,21.9,0.8423
SYN-IA-5,Premonsoon,Na,32.13,200,3,0.057692,16.065,0.9268
SYN-IA-5,Premonsoon,K,3.41,12,2,0.038462,28.4167,1.0929
SYN-IA-5,Premonsoon,Iron,0.228,0.3,4,0.076923,76.0,5.8462
SYN-IA-5,Premonsoon,HCO3,89.2,300,1,0.019231,29.7333,0.5718
SYN-IA-5,Premonsoon,Cl,51.24,250,3,0.057692,20.496,1.1825
SYN-IA-5,Premonsoon,SO4,8.36,200,4,0.076923,4.18,0.3215
SYN-IA-5,Premonsoon,NO3,7.48,45,5,0.096154,16.6222,1.5983
SYN-IA-5,Premonsoon,F,0.092,1.0,5,0.096154,9.2,0.8846
SYN-IA-5,Premonsoon,DO,7.4,6.0,4,0.076923,123.3333,9.4872
SYN-IA-5,Premonsoon,--- WQI_TOTAL ---,,,,,,41.43
SYN-DY-1,Premonsoon,pH,5.61,8.5,4,0.076923,66.0,5.0769
SYN-DY-1,Premonsoon,EC,464.16,750,4,0.076923,61.888,4.7606
SYN-DY-1,Premonsoon,TDS,207.94,500,5,0.096154,41.588,3.9988
SYN-DY-1,Premonsoon,TH,23.62,200,2,0.038462,11.81,0.4542
SYN-DY-1,Premonsoon,Alkalinity,109.14,200,2,0.038462,54.57,2.0988
SYN-DY-1,Premonsoon,Ca,32.69,75,2,0.038462,43.5867,1.6764
SYN-DY-1,Premonsoon,Mg,4.99,30,2,0.038462,16.6333,0.6397
SYN-DY-1,Premonsoon,Na,25.04,200,3,0.057692,12.52,0.7223
SYN-DY-1,Premonsoon,K,5.14,12,2,0.038462,42.8333,1.6474
SYN-DY-1,Premonsoon,Iron,0.257,0.3,4,0.076923,85.6667,6.5897
SYN-DY-1,Premonsoon,HCO3,122.64,300,1,0.019231,40.88,0.7862
SYN-DY-1,Premonsoon,Cl,42.26,250,3,0.057692,16.904,0.9752
SYN-DY-1,Premonsoon,SO4,8.89,200,4,0.076923,4.445,0.3419
SYN-DY-1,Premonsoon,NO3,19.3,45,5,0.096154,42.8889,4.1239
SYN-DY-1,Premonsoon,F,0.089,1.0,5,0.096154,8.9,0.8558
SYN-DY-1,Premonsoon,DO,6.16,6.0,4,0.076923,102.6667,7.8974
SYN-DY-1,Premonsoon,--- WQI_TOTAL ---,,,,,,42.6455
SYN-DY-2,Premonsoon,pH,5.87,8.5,4,0.076923,69.0588,5.3122
SYN-DY-2,Premonsoon,EC,429.45,750,4,0.076923,57.26,4.4046
SYN-DY-2,Premonsoon,TDS,243.48,500,5,0.096154,48.696,4.6823
SYN-DY-2,Premonsoon,TH,13.14,200,2,0.038462,6.57,0.2527
SYN-DY-2,Premonsoon,Alkalinity,117.36,200,2,0.038462,58.68,2.2569
SYN-DY-2,Premonsoon,Ca,34.26,75,2,0.038462,45.68,1.7569
SYN-DY-2,Premonsoon,Mg,7.6,30,2,0.038462,25.3333,0.9744
SYN-DY-2,Premonsoon,Na,28.79,200,3,0.057692,14.395,0.8305
SYN-DY-2,Premonsoon,K,8.02,12,2,0.038462,66.8333,2.5705
SYN-DY-2,Premonsoon,Iron,0.375,0.3,4,0.076923,125.0,9.6154
SYN-DY-2,Premonsoon,HCO3,113.34,300,1,0.019231,37.78,0.7265
SYN-DY-2,Premonsoon,Cl,51.92,250,3,0.057692,20.768,1.1982
SYN-DY-2,Premonsoon,SO4,4.95,200,4,0.076923,2.475,0.1904
SYN-DY-2,Premonsoon,NO3,30.87,45,5,0.096154,68.6,6.5962
SYN-DY-2,Premonsoon,F,0.038,1.0,5,0.096154,3.8,0.3654
SYN-DY-2,Premonsoon,DO,5.88,6.0,4,0.076923,98.0,7.5385
SYN-DY-2,Premonsoon,--- WQI_TOTAL ---,,,,,,49.2715
SYN-DY-3,Premonsoon,pH,6.0,8.5,4,0.076923,70.5882,5.4299
SYN-DY-3,Premonsoon,EC,342.52,750,4,0.076923,45.6693,3.513
SYN-DY-3,Premonsoon,TDS,199.38,500,5,0.096154,39.876,3.8342
SYN-DY-3,Premonsoon,TH,32.48,200,2,0.038462,16.24,0.6246
SYN-DY-3,Premonsoon,Alkalinity,112.87,200,2,0.038462,56.435,2.1706
SYN-DY-3,Premonsoon,Ca,33.25,75,2,0.038462,44.3333,1.7051
SYN-DY-3,Premonsoon,Mg,6.54,30,2,0.038462,21.8,0.8385
SYN-DY-3,Premonsoon,Na,30.27,200,3,0.057692,15.135,0.8732
SYN-DY-3,Premonsoon,K,5.35,12,2,0.038462,44.5833,1.7147
SYN-DY-3,Premonsoon,Iron,0.252,0.3,4,0.076923,84.0,6.4615
SYN-DY-3,Premonsoon,HCO3,63.66,300,1,0.019231,21.22,0.4081
SYN-DY-3,Premonsoon,Cl,49.85,250,3,0.057692,19.94,1.1504
SYN-DY-3,Premonsoon,SO4,21.99,200,4,0.076923,10.995,0.8458
SYN-DY-3,Premonsoon,NO3,38.29,45,5,0.096154,85.0889,8.1816
SYN-DY-3,Premonsoon,F,0.014,1.0,5,0.096154,1.4,0.1346
SYN-DY-3,Premonsoon,DO,6.51,6.0,4,0.076923,108.5,8.3462
SYN-DY-3,Premonsoon,--- WQI_TOTAL ---,,,,,,46.232
SYN-DY-4,Premonsoon,pH,4.68,8.5,4,0.076923,55.0588,4.2353
SYN-DY-4,Premonsoon,EC,284.14,750,4,0.076923,37.8853,2.9143
SYN-DY-4,Premonsoon,TDS,197.61,500,5,0.096154,39.522,3.8002
SYN-DY-4,Premonsoon,TH,23.33,200,2,0.038462,11.665,0.4487
SYN-DY-4,Premonsoon,Alkalinity,101.69,200,2,0.038462,50.845,1.9556
SYN-DY-4,Premonsoon,Ca,30.74,75,2,0.038462,40.9867,1.5764
SYN-DY-4,Premonsoon,Mg,5.57,30,2,0.038462,18.5667,0.7141
SYN-DY-4,Premonsoon,Na,11.6,200,3,0.057692,5.8,0.3346
SYN-DY-4,Premonsoon,K,6.64,12,2,0.038462,55.3333,2.1282
SYN-DY-4,Premonsoon,Iron,0.174,0.3,4,0.076923,58.0,4.4615
SYN-DY-4,Premonsoon,HCO3,74.83,300,1,0.019231,24.9433,0.4797
SYN-DY-4,Premonsoon,Cl,30.48,250,3,0.057692,12.192,0.7034
SYN-DY-4,Premonsoon,SO4,8.82,200,4,0.076923,4.41,0.3392
SYN-DY-4,Premonsoon,NO3,24.66,45,5,0.096154,54.8,5.2692
SYN-DY-4,Premonsoon,F,0.013,1.0,5,0.096154,1.3,0.125
SYN-DY-4,Premonsoon,DO,6.46,6.0,4,0.076923,107.6667,8.2821
SYN-DY-4,Premonsoon,--- WQI_TOTAL ---,,,,,,37.7674
SYN-DY-5,Premonsoon,pH,6.45,8.5,4,0.076923,75.8824,5.8371
SYN-DY-5,Premonsoon,EC,289.89,750,4,0.076923,38.652,2.9732
SYN-DY-5,Premonsoon,TDS,183.27,500,5,0.096154,36.654,3.5244
SYN-DY-5,Premonsoon,TH,18.07,200,2,0.038462,9.035,0.3475
SYN-DY-5,Premonsoon,Alkalinity,105.04,200,2,0.038462,52.52,2.02
SYN-DY-5,Premonsoon,Ca,31.9,75,2,0.038462,42.5333,1.6359
SYN-DY-5,Premonsoon,Mg,6.07,30,2,0.038462,20.2333,0.7782
SYN-DY-5,Premonsoon,Na,9.5,200,3,0.057692,4.75,0.274
SYN-DY-5,Premonsoon,K,7.14,12,2,0.038462,59.5,2.2885
SYN-DY-5,Premonsoon,Iron,0.116,0.3,4,0.076923,38.6667,2.9744
SYN-DY-5,Premonsoon,HCO3,50.93,300,1,0.019231,16.9767,0.3265
SYN-DY-5,Premonsoon,Cl,44.04,250,3,0.057692,17.616,1.0163
SYN-DY-5,Premonsoon,SO4,13.26,200,4,0.076923,6.63,0.51
SYN-DY-5,Premonsoon,NO3,13.49,45,5,0.096154,29.9778,2.8825
SYN-DY-5,Premonsoon,F,0.064,1.0,5,0.096154,6.4,0.6154
SYN-DY-5,Premonsoon,DO,6.37,6.0,4,0.076923,106.1667,8.1667
SYN-DY-5,Premonsoon,--- WQI_TOTAL ---,,,,,,36.1705
SYN-X1,Premonsoon,pH,6.23,8.5,4,0.076923,73.2941,5.638
SYN-X1,Premonsoon,EC,386.52,750,4,0.076923,51.536,3.9643
SYN-X1,Premonsoon,TDS,283.0,500,5,0.096154,56.6,5.4423
SYN-X1,Premonsoon,TH,32.82,200,2,0.038462,16.41,0.6312
SYN-X1,Premonsoon,Alkalinity,116.43,200,2,0.038462,58.215,2.239
SYN-X1,Premonsoon,Ca,32.89,75,2,0.038462,43.8533,1.6867
SYN-X1,Premonsoon,Mg,8.49,30,2,0.038462,28.3,1.0885
SYN-X1,Premonsoon,Na,22.0,200,3,0.057692,11.0,0.6346
SYN-X1,Premonsoon,K,6.96,12,2,0.038462,58.0,2.2308
SYN-X1,Premonsoon,Iron,0.259,0.3,4,0.076923,86.3333,6.641
SYN-X1,Premonsoon,HCO3,89.68,300,1,0.019231,29.8933,0.5749
SYN-X1,Premonsoon,Cl,37.08,250,3,0.057692,14.832,0.8557
SYN-X1,Premonsoon,SO4,25.86,200,4,0.076923,12.93,0.9946
SYN-X1,Premonsoon,NO3,49.64,45,5,0.096154,110.3111,10.6068
SYN-X1,Premonsoon,F,0.052,1.0,5,0.096154,5.2,0.5
SYN-X1,Premonsoon,DO,5.75,6.0,4,0.076923,95.8333,7.3718
SYN-X1,Premonsoon,--- WQI_TOTAL ---,,,,,,51.1002
SYN-X2,Premonsoon,pH,6.68,8.5,4,0.076923,78.5882,6.0452
SYN-X2,Premonsoon,EC,420.85,750,4,0.076923,56.1133,4.3164
SYN-X2,Premonsoon,TDS,230.57,500,5,0.096154,46.114,4.434
SYN-X2,Premonsoon,TH,21.63,200,2,0.038462,10.815,0.416
SYN-X2,Premonsoon,Alkalinity,116.4,200,2,0.038462,58.2,2.2385
SYN-X2,Premonsoon,Ca,31.75,75,2,0.038462,42.3333,1.6282
SYN-X2,Premonsoon,Mg,6.92,30,2,0.038462,23.0667,0.8872
SYN-X2,Premonsoon,Na,27.68,200,3,0.057692,13.84,0.7985
SYN-X2,Premonsoon,K,6.06,12,2,0.038462,50.5,1.9423
SYN-X2,Premonsoon,Iron,0.328,0.3,4,0.076923,109.3333,8.4103
SYN-X2,Premonsoon,HCO3,60.12,300,1,0.019231,20.04,0.3854
SYN-X2,Premonsoon,Cl,32.23,250,3,0.057692,12.892,0.7438
SYN-X2,Premonsoon,SO4,24.66,200,4,0.076923,12.33,0.9485
SYN-X2,Premonsoon,NO3,17.87,45,5,0.096154,39.7111,3.8184
SYN-X2,Premonsoon,F,0.047,1.0,5,0.096154,4.7,0.4519
SYN-X2,Premonsoon,DO,6.9,6.0,4,0.076923,115.0,8.8462
SYN-X2,Premonsoon,--- WQI_TOTAL ---,,,,,,46.3106
SYN-X3,Premonsoon,pH,5.05,8.5,4,0.076923,59.4118,4.5701
SYN-X3,Premonsoon,EC,421.43,750,4,0.076923,56.1907,4.3224
SYN-X3,Premonsoon,TDS,258.78,500,5,0.096154,51.756,4.9765
SYN-X3,Premonsoon,TH,24.52,200,2,0.038462,12.26,0.4715
SYN-X3,Premonsoon,Alkalinity,117.02,200,2,0.038462,58.51,2.2504
SYN-X3,Premonsoon,Ca,34.06,75,2,0.038462,45.4133,1.7467
SYN-X3,Premonsoon,Mg,6.02,30,2,0.038462,20.0667,0.7718
SYN-X3,Premonsoon,Na,28.43,200,3,0.057692,14.215,0.8201
SYN-X3,Premonsoon,K,4.9,12,2,0.038462,40.8333,1.5705
SYN-X3,Premonsoon,Iron,0.503,0.3,4,0.076923,167.6667,12.8974
SYN-X3,Premonsoon,HCO3,99.12,300,1,0.019231,33.04,0.6354
SYN-X3,Premonsoon,Cl,49.31,250,3,0.057692,19.724,1.1379
SYN-X3,Premonsoon,SO4,20.71,200,4,0.076923,10.355,0.7965
SYN-X3,Premonsoon,NO3,29.66,45,5,0.096154,65.9111,6.3376
SYN-X3,Premonsoon,F,0.046,1.0,5,0.096154,4.6,0.4423
SYN-X3,Premonsoon,DO,8.13,6.0,4,0.076923,135.5,10.4231
SYN-X3,Premonsoon,--- WQI_TOTAL ---,,,,,,54.1703
SYN-X4,Premonsoon,pH,6.49,8.5,4,0.076923,76.3529,5.8733
SYN-X4,Premonsoon,EC,347.72,750,4,0.076923,46.3627,3.5664
SYN-X4,Premonsoon,TDS,190.11,500,5,0.096154,38.022,3.656
SYN-X4,Premonsoon,TH,2.0,200,2,0.038462,1.0,0.0385
SYN-X4,Premonsoon,Alkalinity,104.72,200,2,0.038462,52.36,2.0138
SYN-X4,Premonsoon,Ca,32.73,75,2,0.038462,43.64,1.6785
SYN-X4,Premonsoon,Mg,5.19,30,2,0.038462,17.3,0.6654
SYN-X4,Premonsoon,Na,21.18,200,3,0.057692,10.59,0.611
SYN-X4,Premonsoon,K,5.25,12,2,0.038462,43.75,1.6827
SYN-X4,Premonsoon,Iron,0.231,0.3,4,0.076923,77.0,5.9231
SYN-X4,Premonsoon,HCO3,55.13,300,1,0.019231,18.3767,0.3534
SYN-X4,Premonsoon,Cl,42.36,250,3,0.057692,16.944,0.9775
SYN-X4,Premonsoon,SO4,7.09,200,4,0.076923,3.545,0.2727
SYN-X4,Premonsoon,NO3,9.7,45,5,0.096154,21.5556,2.0726
SYN-X4,Premonsoon,F,0.024,1.0,5,0.096154,2.4,0.2308
SYN-X4,Premonsoon,DO,7.3,6.0,4,0.076923,121.6667,9.359
SYN-X4,Premonsoon,--- WQI_TOTAL ---,,,,,,38.9745
SYN-X5,Premonsoon,pH,6.09,8.5,4,0.076923,71.6471,5.5113
SYN-X5,Premonsoon,EC,316.05,750,4,0.076923,42.14,3.2415
SYN-X5,Premonsoon,TDS,238.81,500,5,0.096154,47.762,4.5925
SYN-X5,Premonsoon,TH,12.15,200,2,0.038462,6.075,0.2337
SYN-X5,Premonsoon,Alkalinity,109.72,200,2,0.038462,54.86,2.11
SYN-X5,Premonsoon,Ca,33.55,75,2,0.038462,44.7333,1.7205
SYN-X5,Premonsoon,Mg,5.41,30,2,0.038462,18.0333,0.6936
SYN-X5,Premonsoon,Na,24.16,200,3,0.057692,12.08,0.6969
SYN-X5,Premonsoon,K,6.81,12,2,0.038462,56.75,2.1827
SYN-X5,Premonsoon,Iron,0.251,0.3,4,0.076923,83.6667,6.4359
SYN-X5,Premonsoon,HCO3,70.52,300,1,0.019231,23.5067,0.4521
SYN-X5,Premonsoon,Cl,41.82,250,3,0.057692,16.728,0.9651
SYN-X5,Premonsoon,SO4,12.73,200,4,0.076923,6.365,0.4896
SYN-X5,Premonsoon,NO3,45.48,45,5,0.096154,101.0667,9.7179
SYN-X5,Premonsoon,F,0.039,1.0,5,0.096154,3.9,0.375
SYN-X5,Premonsoon,DO,5.77,6.0,4,0.076923,96.1667,7.3974
SYN-X5,Premonsoon,--- WQI_TOTAL ---,,,,,,46.8157
SYN-X6,Premonsoon,pH,6.64,8.5,4,0.076923,78.1176,6.009
SYN-X6,Premonsoon,EC,343.42,750,4,0.076923,45.7893,3.5223
SYN-X6,Premonsoon,TDS,186.26,500,5,0.096154,37.252,3.5819
SYN-X6,Premonsoon,TH,26.55,200,2,0.038462,13.275,0.5106
SYN-X6,Premonsoon,Alkalinity,102.2,200,2,0.038462,51.1,1.9654
SYN-X6,Premonsoon,Ca,33.07,75,2,0.038462,44.0933,1.6959
SYN-X6,Premonsoon,Mg,6.76,30,2,0.038462,22.5333,0.8667
SYN-X6,Premonsoon,Na,20.87,200,3,0.057692,10.435,0.602
SYN-X6,Premonsoon,K,4.55,12,2,0.038462,37.9167,1.4583
SYN-X6,Premonsoon,Iron,0.122,0.3,4,0.076923,40.6667,3.1282
SYN-X6,Premonsoon,HCO3,67.31,300,1,0.019231,22.4367,0.4315
SYN-X6,Premonsoon,Cl,43.58,250,3,0.057692,17.432,1.0057
SYN-X6,Premonsoon,SO4,11.91,200,4,0.076923,5.955,0.4581
SYN-X6,Premonsoon,NO3,3.82,45,5,0.096154,8.4889,0.8162
SYN-X6,Premonsoon,F,0.096,1.0,5,0.096154,9.6,0.9231
SYN-X6,Premonsoon,DO,8.0,6.0,4,0.076923,133.3333,10.2564
SYN-X6,Premonsoon,--- WQI_TOTAL ---,,,,,,37.2313
SYN-X7,Premonsoon,pH,8.71,8.5,4,0.076923,102.4706,7.8824
SYN-X7,Premonsoon,EC,460.69,750,4,0.076923,61.4253,4.725
SYN-X7,Premonsoon,TDS,246.81,500,5,0.096154,49.362,4.7463
SYN-X7,Premonsoon,TH,45.25,200,2,0.038462,22.625,0.8702
SYN-X7,Premonsoon,Alkalinity,104.51,200,2,0.038462,52.255,2.0098
SYN-X7,Premonsoon,Ca,34.73,75,2,0.038462,46.3067,1.781
SYN-X7,Premonsoon,Mg,9.45,30,2,0.038462,31.5,1.2115
SYN-X7,Premonsoon,Na,34.7,200,3,0.057692,17.35,1.001
SYN-X7,Premonsoon,K,9.04,12,2,0.038462,75.3333,2.8974
SYN-X7,Premonsoon,Iron,0.368,0.3,4,0.076923,122.6667,9.4359
SYN-X7,Premonsoon,HCO3,71.83,300,1,0.019231,23.9433,0.4604
SYN-X7,Premonsoon,Cl,66.42,250,3,0.057692,26.568,1.5328
SYN-X7,Premonsoon,SO4,32.49,200,4,0.076923,16.245,1.2496
SYN-X7,Premonsoon,NO3,8.71,45,5,0.096154,19.3556,1.8611
SYN-X7,Premonsoon,F,0.063,1.0,5,0.096154,6.3,0.6058
SYN-X7,Premonsoon,DO,5.93,6.0,4,0.076923,98.8333,7.6026
SYN-X7,Premonsoon,--- WQI_TOTAL ---,,,,,,49.8729
SYN-X8,Premonsoon,pH,6.72,8.5,4,0.076923,79.0588,6.0814
SYN-X8,Premonsoon,EC,357.18,750,4,0.076923,47.624,3.6634
SYN-X8,Premonsoon,TDS,255.3,500,5,0.096154,51.06,4.9096
SYN-X8,Premonsoon,TH,28.91,200,2,0.038462,14.455,0.556
SYN-X8,Premonsoon,Alkalinity,101.39,200,2,0.038462,50.695,1.9498
SYN-X8,Premonsoon,Ca,33.32,75,2,0.038462,44.4267,1.7087
SYN-X8,Premonsoon,Mg,7.34,30,2,0.038462,24.4667,0.941
SYN-X8,Premonsoon,Na,27.79,200,3,0.057692,13.895,0.8016
SYN-X8,Premonsoon,K,5.4,12,2,0.038462,45.0,1.7308
SYN-X8,Premonsoon,Iron,0.29,0.3,4,0.076923,96.6667,7.4359
SYN-X8,Premonsoon,HCO3,76.42,300,1,0.019231,25.4733,0.4899
SYN-X8,Premonsoon,Cl,44.28,250,3,0.057692,17.712,1.0218
SYN-X8,Premonsoon,SO4,13.78,200,4,0.076923,6.89,0.53
SYN-X8,Premonsoon,NO3,21.4,45,5,0.096154,47.5556,4.5726
SYN-X8,Premonsoon,F,0.091,1.0,5,0.096154,9.1,0.875
SYN-X8,Premonsoon,DO,5.74,6.0,4,0.076923,95.6667,7.359
SYN-X8,Premonsoon,--- WQI_TOTAL ---,,,,,,44.6266
SYN-X9,Premonsoon,pH,6.48,8.5,4,0.076923,76.2353,5.8643
SYN-X9,Premonsoon,EC,456.58,750,4,0.076923,60.8773,4.6829
SYN-X9,Premonsoon,TDS,311.63,500,5,0.096154,62.326,5.9929
SYN-X9,Premonsoon,TH,25.09,200,2,0.038462,12.545,0.4825
SYN-X9,Premonsoon,Alkalinity,116.13,200,2,0.038462,58.065,2.2333
SYN-X9,Premonsoon,Ca,33.49,75,2,0.038462,44.6533,1.7174
SYN-X9,Premonsoon,Mg,9.73,30,2,0.038462,32.4333,1.2474
SYN-X9,Premonsoon,Na,27.15,200,3,0.057692,13.575,0.7832
SYN-X9,Premonsoon,K,8.78,12,2,0.038462,73.1667,2.8141
SYN-X9,Premonsoon,Iron,0.345,0.3,4,0.076923,115.0,8.8462
SYN-X9,Premonsoon,HCO3,125.45,300,1,0.019231,41.8167,0.8042
SYN-X9,Premonsoon,Cl,45.18,250,3,0.057692,18.072,1.0426
SYN-X9,Premonsoon,SO4,22.48,200,4,0.076923,11.24,0.8646
SYN-X9,Premonsoon,NO3,37.78,45,5,0.096154,83.9556,8.0726
SYN-X9,Premonsoon,F,0.033,1.0,5,0.096154,3.3,0.3173
SYN-X9,Premonsoon,DO,6.01,6.0,4,0.076923,100.1667,7.7051
SYN-X9,Premonsoon,--- WQI_TOTAL ---,,,,,,53.4706
SYN-X10,Premonsoon,pH,6.3,8.5,4,0.076923,74.1176,5.7014
SYN-X10,Premonsoon,EC,399.66,750,4,0.076923,53.288,4.0991
SYN-X10,Premonsoon,TDS,237.02,500,5,0.096154,47.404,4.5581
SYN-X10,Premonsoon,TH,32.0,200,2,0.038462,16.0,0.6154
SYN-X10,Premonsoon,Alkalinity,101.63,200,2,0.038462,50.815,1.9544
SYN-X10,Premonsoon,Ca,32.89,75,2,0.038462,43.8533,1.6867
SYN-X10,Premonsoon,Mg,8.22,30,2,0.038462,27.4,1.0538
SYN-X10,Premonsoon,Na,25.18,200,3,0.057692,12.59,0.7263
SYN-X10,Premonsoon,K,8.2,12,2,0.038462,68.3333,2.6282
SYN-X10,Premonsoon,Iron,0.214,0.3,4,0.076923,71.3333,5.4872
SYN-X10,Premonsoon,HCO3,88.31,300,1,0.019231,29.4367,0.5661
SYN-X10,Premonsoon,Cl,42.66,250,3,0.057692,17.064,0.9845
SYN-X10,Premonsoon,SO4,14.81,200,4,0.076923,7.405,0.5696
SYN-X10,Premonsoon,NO3,19.24,45,5,0.096154,42.7556,4.1111
SYN-X10,Premonsoon,F,0.033,1.0,5,0.096154,3.3,0.3173
SYN-X10,Premonsoon,DO,5.62,6.0,4,0.076923,93.6667,7.2051
SYN-X10,Premonsoon,--- WQI_TOTAL ---,,,,,,42.2643
SYN-X11,Premonsoon,pH,8.94,8.5,4,0.076923,105.1765,8.0905
SYN-X11,Premonsoon,EC,433.24,750,4,0.076923,57.7653,4.4435
SYN-X11,Premonsoon,TDS,282.76,500,5,0.096154,56.552,5.4377
SYN-X11,Premonsoon,TH,51.2,200,2,0.038462,25.6,0.9846
